areaType,areaName,areaCode,date,newAdmissions,cumAdmissions
overview,United Kingdom,K02000001,23/05/2020,643,109974
overview,United Kingdom,K02000001,22/05/2020,739,109331
overview,United Kingdom,K02000001,21/05/2020,841,108592
overview,United Kingdom,K02000001,20/05/2020,850,107751
overview,United Kingdom,K02000001,19/05/2020,880,106901
overview,United Kingdom,K02000001,18/05/2020,848,106021
overview,United Kingdom,K02000001,17/05/2020,792,105173
overview,United Kingdom,K02000001,16/05/2020,813,104381
overview,United Kingdom,K02000001,15/05/2020,868,103568
overview,United Kingdom,K02000001,14/05/2020,908,102700
overview,United Kingdom,K02000001,13/05/2020,966,101792
overview,United Kingdom,K02000001,12/05/2020,983,100826
overview,United Kingdom,K02000001,11/05/2020,1029,99843
overview,United Kingdom,K02000001,10/05/2020,915,98814
overview,United Kingdom,K02000001,09/05/2020,944,97899
overview,United Kingdom,K02000001,08/05/2020,909,96955
overview,United Kingdom,K02000001,07/05/2020,1166,96046
overview,United Kingdom,K02000001,06/05/2020,1204,94880
overview,United Kingdom,K02000001,05/05/2020,1146,93676
overview,United Kingdom,K02000001,04/05/2020,1249,92530
overview,United Kingdom,K02000001,03/05/2020,1188,91281
overview,United Kingdom,K02000001,02/05/2020,1180,90093
overview,United Kingdom,K02000001,01/05/2020,1262,88913
overview,United Kingdom,K02000001,30/04/2020,1442,87651
overview,United Kingdom,K02000001,29/04/2020,1488,86209
overview,United Kingdom,K02000001,28/04/2020,1518,84721
overview,United Kingdom,K02000001,27/04/2020,1536,83203
overview,United Kingdom,K02000001,26/04/2020,1355,81667
overview,United Kingdom,K02000001,25/04/2020,1253,80312
overview,United Kingdom,K02000001,24/04/2020,1525,79059
overview,United Kingdom,K02000001,23/04/2020,1512,77534
overview,United Kingdom,K02000001,22/04/2020,1530,76022
overview,United Kingdom,K02000001,21/04/2020,1712,74492
overview,United Kingdom,K02000001,20/04/2020,1736,72780
overview,United Kingdom,K02000001,19/04/2020,1657,71044
overview,United Kingdom,K02000001,18/04/2020,1630,69387
overview,United Kingdom,K02000001,17/04/2020,1966,67757
overview,United Kingdom,K02000001,16/04/2020,2011,65791
overview,United Kingdom,K02000001,15/04/2020,1880,63780
overview,United Kingdom,K02000001,14/04/2020,2088,61900
overview,United Kingdom,K02000001,13/04/2020,2162,59812
overview,United Kingdom,K02000001,12/04/2020,2066,57650
overview,United Kingdom,K02000001,11/04/2020,2163,55584
overview,United Kingdom,K02000001,10/04/2020,2461,53421
overview,United Kingdom,K02000001,09/04/2020,2631,50960
overview,United Kingdom,K02000001,08/04/2020,2966,48329
overview,United Kingdom,K02000001,07/04/2020,3150,45363
overview,United Kingdom,K02000001,06/04/2020,3047,42213
overview,United Kingdom,K02000001,05/04/2020,2913,39166
overview,United Kingdom,K02000001,04/04/2020,2922,36253
overview,United Kingdom,K02000001,03/04/2020,2932,33331
overview,United Kingdom,K02000001,02/04/2020,3284,30399
overview,United Kingdom,K02000001,01/04/2020,3565,27115
overview,United Kingdom,K02000001,31/03/2020,2834,23550
overview,United Kingdom,K02000001,30/03/2020,3189,20716
overview,United Kingdom,K02000001,29/03/2020,2492,17527
overview,United Kingdom,K02000001,28/03/2020,2196,15035
overview,United Kingdom,K02000001,27/03/2020,2229,12839
overview,United Kingdom,K02000001,26/03/2020,1931,10610
overview,United Kingdom,K02000001,25/03/2020,2087,8679
overview,United Kingdom,K02000001,24/03/2020,1718,6592
overview,United Kingdom,K02000001,23/03/2020,1273,4874
