areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-03-21,0,8914
overview,United Kingdom,K02000001,2020-03-20,0,7733
overview,United Kingdom,K02000001,2020-03-19,0,6481
overview,United Kingdom,K02000001,2020-03-18,981,5439
overview,United Kingdom,K02000001,2020-03-17,783,4458
overview,United Kingdom,K02000001,2020-03-16,602,3675
overview,United Kingdom,K02000001,2020-03-15,441,3073
overview,United Kingdom,K02000001,2020-03-14,352,2632
overview,United Kingdom,K02000001,2020-03-13,478,2280
overview,United Kingdom,K02000001,2020-03-12,484,1802
overview,United Kingdom,K02000001,2020-03-11,403,1318
overview,United Kingdom,K02000001,2020-03-10,265,915
overview,United Kingdom,K02000001,2020-03-09,148,650
overview,United Kingdom,K02000001,2020-03-08,55,502
overview,United Kingdom,K02000001,2020-03-07,68,447
overview,United Kingdom,K02000001,2020-03-06,83,379
overview,United Kingdom,K02000001,2020-03-05,49,296
overview,United Kingdom,K02000001,2020-03-04,56,247
overview,United Kingdom,K02000001,2020-03-03,57,191
overview,United Kingdom,K02000001,2020-03-02,41,134
overview,United Kingdom,K02000001,2020-03-01,20,93
overview,United Kingdom,K02000001,2020-02-29,4,73
overview,United Kingdom,K02000001,2020-02-28,12,69
overview,United Kingdom,K02000001,2020-02-27,8,57
overview,United Kingdom,K02000001,2020-02-26,2,49
overview,United Kingdom,K02000001,2020-02-25,3,47
overview,United Kingdom,K02000001,2020-02-24,2,44
overview,United Kingdom,K02000001,2020-02-23,6,42
overview,United Kingdom,K02000001,2020-02-22,0,36
overview,United Kingdom,K02000001,2020-02-21,2,36
overview,United Kingdom,K02000001,2020-02-20,0,34
overview,United Kingdom,K02000001,2020-02-19,0,34
overview,United Kingdom,K02000001,2020-02-18,0,34
overview,United Kingdom,K02000001,2020-02-17,1,34
overview,United Kingdom,K02000001,2020-02-16,0,33
overview,United Kingdom,K02000001,2020-02-15,0,33
overview,United Kingdom,K02000001,2020-02-14,0,33
overview,United Kingdom,K02000001,2020-02-13,1,33
overview,United Kingdom,K02000001,2020-02-12,1,32
overview,United Kingdom,K02000001,2020-02-11,4,31
overview,United Kingdom,K02000001,2020-02-10,1,27
overview,United Kingdom,K02000001,2020-02-09,1,26
overview,United Kingdom,K02000001,2020-02-08,3,25
overview,United Kingdom,K02000001,2020-02-07,0,22
overview,United Kingdom,K02000001,2020-02-06,0,22
overview,United Kingdom,K02000001,2020-02-05,1,22
overview,United Kingdom,K02000001,2020-02-04,0,21
overview,United Kingdom,K02000001,2020-02-03,19,21
overview,United Kingdom,K02000001,2020-02-02,1,2
overview,United Kingdom,K02000001,2020-02-01,0,1
overview,United Kingdom,K02000001,2020-01-31,0,1
overview,United Kingdom,K02000001,2020-01-30,1,1
